id,puzzle,solution,clues,difficulty
1860,5....342.94.2.7..1.3.81...9....82.9..........6.....357.13.........7..2..7........,571963428948257631236814579357682194194375862682491357813529746469738215725146983,25,0.0
1861,3.82..........1.5..7......38.9.....1..7.......3..6..94....926...8..1....1.4...3.7,318256479946371852275948163869524731427139586531867294753492618682713945194685327,24,2.0
1862,.6...1....2...8.3....7..149......9....1...4..348.5..2..3..4...26...8..........7..,964531278127498536853762149576324981291876453348159627739645812615287394482913765,23,1.8
1863,..7....5..35.6.....617.28................734.328...71..8..34.....4..96..9..6.....,297483156835961427461752893749318562156297348328546719682134975574829631913675284,26,0.0
1864,.8.......14...79....9.....26...52...41.....6...761...3....4.2......7.1.89.8.....6,285391674146287935739564812693452781412738569857619423561843297324976158978125346,25,0.0
1865,3.1....8.8..9..3.4..6.4...2.3..........1.6..3...2..1...28..5....753.2..86........,341527689852961374796843512137459826284176953569238147428695731975312468613784295,25,0.0
1866,......8..6.....43....3..51...97.1..6..7.4..5.3...98....9...2........4..8.1..8..7.,135429867672815439984367512249751386867243951351698724598172643726534198413986275,24,1.1
1867,..735...82.....5.9..3..1.....5..3.9.83..974....21..8..6..41.......97.6.1.........,467359128218764539593821746145683297836297415972145863659418372384972651721536984,27,2.1
1868,............38..1...67.298..1......95.....8328..6....5..4.....1.2....6....8.2.3..,381596247297384516456712983713258469569147832842639175934865721125473698678921354,24,2.2
1869,.7......2...53.7.1.8..1..6...5.........32...4.46..9.28........78...94....3....4..,571968342469532781283417965725846139198325674346179528614253897857694213932781456,24,4.9
1870,6.9..78......6........2.3.176.5...941..3..7..........64....8.....16.......5.93...,629137845314865972857924361763581294192346758548279136436718529971652483285493617,24,1.6
1871,...4.9..71....7.........14..5.2.1..44.....95...26...7...5..6.....1.7..8.3...5.2.9,863419527124567398579823146758291634416738952932645871245986713691372485387154269,26,0.0
1872,.9...4.........7.83....8.4..28...493.6......24........18.7.2......5......73...16.,892674351614395728357218649728156493561943872439827516185762934946531287273489165,24,3.2
1873,4..7..9...6........5...6148.....4...6.5.8..9.....526....7.......1..95.8....2....3,432718956168549327759326148291674835675183294843952671527831469316495782984267513,24,1.5
1874,..58......9.....2.8.7..6........15.4..26.4......3.97..7.91...8.3.......15....7..3,265893417493715826817426359638271594972654138154389762749132685326548971581967243,25,0.0
1875,.3....8......86...5.8.....97....9...96....4.5....4.9..8....2....5...3674..4.9....,136957842497286153528134769741529386962378415385641927873462591259813674614795238,24,0.0
1876,....7...8.6.2..91...36.....6....4.9..18....4354....7......2...9.8.9......2..815..,294175638865243917173698452632714895718569243549832761357426189481957326926381574,26,1.4
1877,73....4....42...5....7...3..4..7........1..8.15.94....38....64..9...637.....29...,739561428614238957825794136246873591973615284158942763382157649591486372467329815,26,2.3
1878,7.96...3...4...9.8......24....2.3.5...61..723........1.4.7.2......3.....58.......,729684135314527968658931247471293856896145723235876491143752689962318574587469312,24,2.4
1879,.7.6..5.......3....32...4.1.917....3...28......8.316...1.....579.....1.....9.6.4.,179624538684153279532897461491765823365289714728431695216348957943572186857916342,26,3.1
1880,3.........2.6...4....7.26....3.6.4.9...5.7.81.1.4....54..1..9..68.....5...9......,367845192128693547594712638853261479946537281712489365435178926681924753279356814,25,3.9
1881,....68.3....5.7...572....4..578.......9..........352...9......6.15..23..8.....5.1,941268735638547912572319648357824169289176453164935287493751826715682394826493571,25,3.3
1882,.....98.1....7.2.3.....8..4.37.....2....65...1........7..19..3..5.3.47..8........,672439851418576293395218674537841962284965317169723485746192538951384726823657149,23,0.0
1883,7....2..9.....3....4...965743..8..6...8....3..596.......5.......64..857.9..3..2..,786452319591763842243819657432987165678521934159634728825176493364298571917345286,27,0.0
1884,.....3..4...1.6.......8...12...37....8.9......76....13.......2...56..8..4.9.786..,158793264794126358632485791241537986583961472976842513867354129325619847419278635,24,0.0
1885,7...4..16..........6.512...19..6.8...74...15..........4..9.6.7.8............8.5.4,785349216241678935369512487193765842674823159528491763412956378857234691936187524,24,1.6
1886,......6..81..4...22...5......63729..........4.9.6......8......1..9.........1.73.5,935821647817946532264753189456372918321598764798614253583269471179435826642187395,22,0.0
1887,..3.4...2...8.6.......3.18....3.5.....1....7.986..1.......6.7.4..42..5..3..9.....,813749652725816943649532187472395861531628479986471325258163794194287536367954218,24,0.0
1888,...1..6...7..2..58.28..9....3.5.2...5.7.8....9..3...767...9.1..........3.......8.,395148627174623958628759341436572819517986234982314576743895162851267493269431785,24,0.0
1889,84...5....65....7.2....8........2.674..53..2...9.1......8.93.1..1..6...9........3,847125396165349872293678145531982467486537921729416538658793214312864759974251683,25,0.0
1890,..43...9...........79...8...96.7.14.2....1....8...6.3.7....8.5......4.6..21.....8,814327596532689714679145823396872145245931687187456239763298451958714362421563978,24,0.0
1891,...6....2.73.58.9......4..8.9..3..1..2.1..6..1..9....4.....1...4.6....7.5...7....,948613752673258491251794368894536217325147689167982534739461825416825973582379146,24,0.0
1892,2..4.75..4.....9....9.3..21.68..2......3.5....9..7....7.......9.4..6...2..3.....8,216497583435281967879536421568912374127345896394678215782154639941863752653729148,24,0.0
1893,.45.6.2..8.97..5.1.......3......46.9....56...1......53..76.....9..5.3.2...3......,745361298839742561621985437572834619398156742164297853417629385986573124253418976,25,2.1
1894,3.8.....1...9.18..1...3.65.....4..1..67.....5..3...4.65.4...78......7......35...2,398675241645921837172438659259746318467813925813592476524169783931287564786354192,26,1.9
1895,.....7.4...72345...1......628...5...9..7....4..3....6.............1..2.8.3....49.,358617942697234581412859736284365179965781324173942865529478613746193258831526497,23,2.6
1896,..92..67..3.6..95.....85...2.......774...25......1...38.........1.....6.4..1.6.8.,589231674132674958674985132251463897743892516968517423826359741315748269497126385,25,0.0
1897,9.....5...8.3..7...4...56...6.....31....7....1..82.4..5..9..........6....91..4.8.,913467528685392714742185693867549231324671859159823467576938142438216975291754386,23,1.7
1898,.5..9..6....18......4.3.89..2.....7.9.5........8.4..19..6..7...31.....4.......38.,857294163293186754164735892621953478945871236738642519486317925319528647572469381,24,0.0
1899,.....7.98....3..61..8...7...6.....27.83......1.2..94..8.1...5......13....3927....,216547398745938261398162754964351827583724619172689435821496573657813942439275186,26,2.9
1900,...4...292..3756....4.....8....169..5......72...2.9..3....6.5...1.5......3...4...,356481729298375614174692358423716985569843172781259463842967531917538246635124897,25,0.0
1901,8.3.1.5..7...5..1....82.9..9....7......3....9..1.....33......5..69..54...2.4.....,843719526792653814615824937936147285257368149481592763374981652169235478528476391,24,3.4
1902,3..8.975.4...5......6.....27..4..6.....5..19.5...1.....2....5.....7.3.1.....9..68,312849756479652381856371942791428635284536197563917824928164573645783219137295468,25,0.0
1903,1.....2.6.4..6.98..8..4.7.....43.61...46..8...397.................5.1..2.5.8...6.,175983246342167985986245731528439617714652893639718524497326158863591472251874369,26,0.0
1904,2......384.12.8....8.75....9..1.......2.7.3.4.......5.8.....4.....5...9..7.6..1..,257941638431268579689753241943125867562879314718436952895317426126584793374692185,24,0.0
1905,..7.93...4......95.2..8.....8..7....6...12..4.9.6......7.....49.....481.....2..67,517493628438261795926587431284379156653812974791645283872136549369754812145928367,25,2.8
1906,...8...65..4395...7......384........9.341..2...5.82.....7.3.....1.....54......21.,132874965864395172759126438421653897983417526675982341247531689318269754596748213,26,2.0
1907,46....8.......6..7...9....49..731.......9....3.2.....5...5..1.6..3..8.....7.1.35.,469357821238146597751982634985731462146295783372864915894523176513678249627419358,24,2.7
1908,......4.772.5.8......6......93.75....4......2.......536.....2...3548....4.8...1..,356129487721548369984637521893275614547316892162894753619753248235481976478962135,24,0.0
1909,.16.7.......5..7.8..3..4....4...8.1....9...2...7.1...9.8....6.....8.7.45.2.4.....,816379254294561738573284961942738516168945327357612489485193672639827145721456893,24,1.1
1910,........88....5.61..63.7....4...29....1.5..4.5.....3....946..........12..7..9....,925146738837925461416387592748632915361859247592714386259461873684573129173298654,23,2.6
1911,2..7.6........4.3.7.......8...68..7.94..2...1..3.9.....1....2.......9..6.6.....5.,281736594596814732734952618125683479948527361673491825819365247357249186462178953,22,2.3
1912,..4..9....6.7.....5..42.....7.9.5..48.....79..4.3...2....2..61..27.5.8...3...6...,714569382269738451583421976372985164851642793946317528498273615627154839135896247,26,2.1
1913,........8....6..7.7.59.8.....6.7.1.4.3.12.6..8....3......2.5..9..........1...742.,193742568482561973765938241256879134937124685841653792674285319329416857518397426,24,0.0
1914,.......2..2.3....464..1..93.7..95...3.17.8....9............13.....4.2..8..8.....7,783954126129386574645217893872695431351748269496123785964871352537462918218539647,24,3.0
1915,79....5....3.5....8..2.69......4.3...4.....792...1.....78..2.......97..4..6....8.,792183546163954827854276931689745312541328679237619458478562193315897264926431785,24,0.0
1916,.4..9....3....1.6.95.84..1......7.2.5.79.......9.1...6.....9.....3.2.....8..5.7.1,741296538328571469956843217814637925567982143239415876475169382193728654682354791,25,0.0
1917,.....9.1.4.2......51..7..2..4....7.367.......1...........31......95...4......765.,387249516492651837516873924948125763675934182123768495854316279769582341231497658,22,0.0
1918,.4.....2.9...2.8.6..3.....7.15.6....6....4.3.....916....82.....4.......2...57.4..,546987123971423856283615947815362794697854231324791685758246319469138572132579468,24,3.0
1919,95.....6...14...3....9......9..145.78..7.6..24..............91.6.....8.3....32.5.,954273168761485239328961475296314587815796342473528691532847916647159823189632754,25,0.0
1920,.............9.5.82...75.....648.....481....3.....9...91.....6...4....7....7.6.9.,459618732763294518281375649396482157548167923172539486917853264634921875825746391,22,3.4
1921,......3.7.89........73.94....2.........82.95..7.5....3....1...85..2.4........5.21,245168397389742165167359482952431876631827954874596213726913548518274639493685721,24,0.0
1922,.5..26......13......7.....49.2.....5....6.13.8..7......4...82..6....9..1.2....9..,358426719294137856167895324912384675475962138836751492749518263683279541521643987,23,2.5
1923,......7....5.4..3..64...1....6...349.....1.5....86....7.2.......8...2.......3..1.,938516724175248936264973185816725349427391658593864271742189563381652497659437812,21,1.5
1924,..........7..48....9....2.5...29...14....6..3..6......83.4..1...5.91..6.....83...,145629837273548916698371245387294651429156783516837492832465179754912368961783524,23,1.5
1925,31...6.27..8....1....74....4...........1.26.....59....9......6..3..5.1...2....974,314986527798235416256741893479368251583172649162594738941827365637459182825613974,24,1.3
1926,.......41..7........986......8..3.2..2...87...6..9.1......2.35...37..8.9.1.......,682537941537419268149862537498173625321658794765294183874921356253746819916385472,23,2.7
1927,.....2.6.852..3.........8..19..2......76.........194.8....9.1.36..7......3....7..,971582364852463917463971852194827635387645291526319478745296183618734529239158746,23,1.8
1928,5....64...2.3...........8.615..........4.9.1..3.2....4......1..9..56...2....37548,581796423627348951493152876154683297862479315739215684375824169948561732216937548,25,0.0
1929,2.638....9.36.4..2...........2..3..985.1.....7...9.5....1.7.......5...26.9..3....,216385497973614852548729613162453789859167234734892561621978345387541926495236178,25,1.1
1930,..5.2.9.....19....1....57.6.8..16..........7....9..34...32..5.92.7..........5....,745628913638197452192435786384716295921543678576982341813274569257869134469351827,23,0.0
1931,.7..3..2.3..6.......4.5..377.9..5......9....6......84.1...2..9.....91..4.3..7....,576134928392687451814259637769845213483912576251763849148326795627591384935478162,24,2.6
1932,..45....2..97...86.....1...6...3.........2.3.2..6.8.14.2.1..3....5......8...7.92.,784563192139724586562891473618437259457912638293658714926185347375249861841376925,25,1.2
1933,6...4..8.3...9...4....12...25.1.9......5..........6..1..7...2....8....36.4..8..5.,615347982372895614489612375254139867761528493893476521537961248928754136146283759,23,2.8
1934,8.4.3...9....78.3.5........29...35...6...5......7....837.4....29..........6.1..8.,824531769619278435537964821298143576763895214145726398371489652982657143456312987,24,0.0
1935,....2.....1...4..74.9..5...2.3.5..6............5.71..439..8.25...4......5.72.....,758123649612894537439765182243958761176342895985671324391487256824516973567239418,24,1.0
